00035147,bicycle,70,261,66,70
00035147,pedestrian,86,60,4,25
00035147,pedestrian,104,45,8,26
00016856,pedestrian,656,138,8,14
00016856,pedestrian,569,178,16,35
00067810,pedestrian,590,174,14,27
00043817,pedestrian,646,176,7,31
00099300,pedestrian,622,190,14,29
00099300,pedestrian,78,264,34,52
00016124,pedestrian,84,157,17,28
00065584,bicycle,227,380,84,137
00065584,bicycle,198,26,35,29
00065584,pedestrian,122,452,127,53
00070989,pedestrian,50,389,87,74
00070989,pedestrian,28,418,53,58
00095033,bicycle,392,232,33,77
00023653,pedestrian,16,178,30,55
00084557,bicycle,438,168,30,84
00084557,pedestrian,531,72,8,19
00084557,bicycle,330,360,68,146
00084557,bicycle,418,238,48,115
00042231,bicycle,400,192,49,99
00041929,bicycle,481,222,96,103
00027403,pedestrian,196,298,27,35
00027403,pedestrian,150,284,13,27
00027403,pedestrian,258,242,29,60
00027403,pedestrian,205,250,20,55
00027403,pedestrian,131,284,26,66
00027403,pedestrian,194,268,19,30
00027403,pedestrian,32,232,17,35
00027403,pedestrian,273,230,24,49
00079648,pedestrian,618,194,15,46
00001788,bicycle,404,240,27,73
00035775,pedestrian,434,30,7,10
00105878,pedestrian,224,37,3,10
00033684,bicycle,381,202,40,110
00094589,bicycle,461,120,18,45
00094714,pedestrian,594,129,5,12
00094714,pedestrian,606,124,3,13
00094714,pedestrian,666,140,21,23
00094714,pedestrian,613,126,6,10
00083112,pedestrian,38,246,49,85
00100381,pedestrian,582,68,7,21
00056826,pedestrian,694,210,37,69
00024469,bicycle,280,134,23,39
00084766,pedestrian,520,211,23,84
00033472,pedestrian,234,262,23,54
00054031,pedestrian,592,352,39,79
00014772,pedestrian,123,472,46,17
00098716,bicycle,286,179,40,74
00037987,pedestrian,18,92,9,21
00066491,pedestrian,230,176,9,17
00046871,pedestrian,412,220,17,54
00104443,pedestrian,274,448,25,65
00104443,pedestrian,158,253,16,40
00104443,pedestrian,260,402,33,57
00104443,pedestrian,231,435,58,74
00105720,pedestrian,328,78,12,29
00049764,pedestrian,172,184,23,48
00020775,bicycle,144,389,145,96
00020775,bicycle,194,62,21,35
00020775,bicycle,132,42,9,33
00020775,bicycle,612,118,22,35
00022668,bicycle,474,240,99,101
00045502,pedestrian,509,170,14,25
00045502,pedestrian,498,174,7,23
00103669,bicycle,444,440,53,77
00001476,pedestrian,394,234,13,54
00001476,pedestrian,592,307,26,66
00001476,pedestrian,107,202,12,33
00001476,pedestrian,88,205,14,36
00001476,pedestrian,415,244,12,49
00001476,pedestrian,554,250,20,47
00001476,pedestrian,571,334,32,75
00032523,bicycle,139,384,128,102
00087279,pedestrian,206,214,20,31
00019626,bicycle,285,156,58,73
00011190,pedestrian,217,71,10,32
00093543,pedestrian,202,206,11,23
00093543,pedestrian,179,214,12,20
00093543,pedestrian,192,211,11,20
00014136,pedestrian,180,238,13,35
00014136,pedestrian,304,436,31,76
00014136,pedestrian,203,236,12,35
00052980,pedestrian,574,69,15,30
00100278,pedestrian,428,118,19,28
00032967,bicycle,310,162,37,81
00032967,pedestrian,514,70,6,19
00032967,pedestrian,524,71,7,24
00032967,pedestrian,508,72,6,18
00032967,pedestrian,542,79,10,26
00032967,bicycle,248,167,43,76
00104881,bicycle,437,33,24,46
00104881,bicycle,424,21,11,32
00066066,pedestrian,529,74,10,21
00066066,bicycle,446,154,27,60
00066066,bicycle,317,333,72,108
00066066,bicycle,462,104,20,44
00066066,bicycle,370,178,38,90
00066066,bicycle,310,422,92,111
00066066,pedestrian,518,73,11,22
00057431,pedestrian,72,122,15,28
00056802,pedestrian,513,58,8,16
00056802,bicycle,372,186,40,113
00056802,bicycle,279,188,50,93
00050164,pedestrian,34,108,15,22
00050164,pedestrian,32,97,11,22
00104932,pedestrian,706,301,15,54
00012195,pedestrian,647,206,20,51
00012195,pedestrian,169,258,24,47
00012195,pedestrian,621,192,10,33
00012195,pedestrian,376,458,58,45
00012195,pedestrian,608,200,19,41
00012195,pedestrian,632,206,24,57
00024490,pedestrian,330,296,36,80
00011003,bicycle,388,174,32,62
00016113,pedestrian,588,168,13,29
00016113,pedestrian,571,161,14,28
00008208,pedestrian,332,141,12,24
00008208,pedestrian,639,192,16,35
00067487,pedestrian,358,54,15,25
00043286,pedestrian,450,123,23,38
00106337,pedestrian,540,198,23,35
00068256,pedestrian,124,282,19,49
00068256,pedestrian,124,438,21,78
00068256,pedestrian,308,418,46,83
00068256,pedestrian,218,177,14,26
00103785,pedestrian,476,207,15,46
00029023,pedestrian,32,354,37,43
00029023,pedestrian,122,445,59,70
00000159,pedestrian,264,38,17,31
00050814,bicycle,296,54,66,54
00015434,pedestrian,322,327,38,60
00095442,pedestrian,584,207,17,34
00109256,pedestrian,575,405,58,64
00109256,pedestrian,651,328,46,66
00013299,pedestrian,204,72,20,29
00092415,bicycle,585,188,22,54
00059723,pedestrian,388,134,8,16
00059723,pedestrian,562,140,13,20
00059723,pedestrian,457,145,12,22
00059723,pedestrian,88,216,9,23
00043255,pedestrian,609,68,8,9
00064043,pedestrian,142,92,10,45
00064043,bicycle,136,435,137,90
00007876,pedestrian,494,141,10,10
00007876,bicycle,294,222,21,40
00073566,pedestrian,20,212,11,36
00073566,pedestrian,54,232,15,30
00073566,pedestrian,41,236,12,43
00073566,pedestrian,403,210,26,45
00073566,pedestrian,46,202,13,22
00073566,pedestrian,133,253,26,48
00073566,pedestrian,538,226,25,51
00048718,pedestrian,246,381,55,70
00048718,pedestrian,298,352,51,61
00048718,pedestrian,316,417,56,62
00048718,pedestrian,174,431,65,56
00008950,pedestrian,590,168,13,31
00008950,pedestrian,476,185,23,36
00008950,pedestrian,574,167,11,30
00104022,pedestrian,696,101,9,22
00104022,pedestrian,707,105,6,20
00000047,pedestrian,276,60,17,26
00027697,pedestrian,125,284,22,56
00027697,pedestrian,57,258,30,57
00027697,pedestrian,222,173,10,24
00027697,pedestrian,234,176,11,25
00020012,pedestrian,268,162,11,30
00020012,pedestrian,309,416,52,82
00071633,pedestrian,610,206,11,35
00071633,pedestrian,599,208,14,34
00036559,pedestrian,200,209,15,26
00036559,pedestrian,175,213,14,22
00051583,pedestrian,366,324,20,78
00064974,bicycle,382,152,37,73
00064974,pedestrian,630,270,62,134
00064974,pedestrian,564,289,76,184
00064974,pedestrian,585,183,42,86
00064974,pedestrian,537,180,40,100
00064974,bicycle,445,144,30,73
00085049,pedestrian,97,145,12,16
00033966,pedestrian,110,97,13,26
00028562,pedestrian,149,166,10,14
00079256,pedestrian,290,144,6,37
00028972,pedestrian,204,64,11,24
00023982,pedestrian,520,72,10,19
00023982,bicycle,430,168,35,75
00017039,bicycle,478,236,85,97
00029921,bicycle,395,228,34,72
00060143,pedestrian,38,432,70,55
00060143,pedestrian,70,392,81,81
00019166,bicycle,566,98,74,81
00085351,pedestrian,526,80,5,19
00085351,pedestrian,514,56,4,6
00085351,bicycle,395,192,42,96
00064143,pedestrian,631,274,86,149
00064143,bicycle,462,78,14,30
00064143,bicycle,418,192,43,109
00004805,pedestrian,508,146,13,33
00025799,bicycle,576,76,71,73
00029782,bicycle,566,85,77,66
00029782,bicycle,407,17,46,32
00029782,bicycle,112,116,58,85
00029782,bicycle,371,368,110,147
00080418,pedestrian,112,119,13,22
00011654,pedestrian,426,358,60,115
00048449,bicycle,654,160,67,65
00048449,bicycle,587,90,70,73
00073412,pedestrian,544,168,21,44
00071932,pedestrian,314,70,19,35
00004160,bicycle,545,121,94,78
00086083,pedestrian,249,67,10,22
00050443,bicycle,168,124,43,43
00050443,pedestrian,426,158,25,33
00050443,pedestrian,534,184,25,61
00050443,bicycle,91,168,62,59
00050443,bicycle,224,104,27,41
00032799,pedestrian,246,242,13,19
00079036,pedestrian,312,171,16,34
00059909,pedestrian,156,151,29,56
00059909,pedestrian,242,99,16,46
00059909,pedestrian,585,170,30,57
00053884,pedestrian,624,163,11,32
00022547,pedestrian,39,350,38,75
00094552,pedestrian,214,345,57,80
00094552,pedestrian,264,349,51,88
00094552,bicycle,390,38,24,35
00045331,pedestrian,392,54,12,19
00037862,pedestrian,542,136,7,27
00037862,pedestrian,585,142,8,21
00037862,pedestrian,68,236,21,45
00037862,pedestrian,82,230,20,48
00037862,pedestrian,66,262,30,45
00037862,pedestrian,472,208,18,41
00037862,pedestrian,551,137,8,22
00037862,pedestrian,164,206,14,33
00037862,pedestrian,564,140,5,28
00037862,pedestrian,594,144,9,25
00037862,pedestrian,195,223,24,42
00037862,pedestrian,174,252,29,53
00098465,pedestrian,108,425,49,70
00098465,pedestrian,573,204,18,44
00098465,pedestrian,66,435,59,86
00098465,pedestrian,590,202,11,40
00097561,bicycle,547,304,72,89
00012046,bicycle,46,148,55,51
00058418,bicycle,411,234,36,93
00059368,pedestrian,566,172,17,36
00090251,pedestrian,78,170,15,31
00045002,pedestrian,14,108,9,27
00018193,pedestrian,202,34,3,6
00085564,pedestrian,602,172,21,85
00085564,bicycle,383,200,52,111
00085564,bicycle,300,196,51,105
00025144,pedestrian,474,353,60,168
00025144,pedestrian,536,105,18,44
00025144,pedestrian,552,104,17,48
00025144,bicycle,272,168,39,90
00031068,pedestrian,688,456,47,47
00031068,pedestrian,380,80,13,27
00031068,pedestrian,392,80,11,30
00031068,pedestrian,525,60,6,20
00031068,pedestrian,519,60,6,15
00031068,pedestrian,482,72,9,24
00031068,bicycle,282,166,35,87
00045679,pedestrian,278,102,17,29
00081135,pedestrian,480,166,9,21
00081135,pedestrian,493,165,8,26
00044030,pedestrian,448,161,16,24
00023194,pedestrian,102,212,7,23
00023194,pedestrian,454,148,9,23
00057498,pedestrian,654,208,17,28
00057498,pedestrian,683,263,26,44
00057498,pedestrian,578,125,11,28
00057498,pedestrian,602,255,26,50
00057498,pedestrian,666,214,17,29
00057498,pedestrian,678,243,31,46
00057498,pedestrian,506,240,28,31
00031771,bicycle,450,127,19,52
00031771,bicycle,389,188,36,81
00031771,bicycle,458,98,13,40
00031771,bicycle,321,326,84,177
00108196,bicycle,568,98,70,69
00044245,pedestrian,384,120,10,23
00035202,bicycle,276,168,45,77
00068718,bicycle,447,330,38,81
00068232,bicycle,122,374,122,113
00023666,pedestrian,41,398,80,78
00023666,pedestrian,33,454,64,49
00087578,pedestrian,684,373,51,58
00087578,pedestrian,672,321,53,62
00083885,pedestrian,314,315,50,78
00083885,pedestrian,272,314,49,84
00069373,bicycle,310,172,49,91
00069373,bicycle,269,174,60,82
00056231,pedestrian,272,52,15,23
00056231,pedestrian,684,54,11,29
00007422,pedestrian,584,374,43,82
00007422,pedestrian,538,412,34,35
00096087,pedestrian,387,168,8,19
00073604,pedestrian,498,21,21,40
00073604,pedestrian,374,88,23,54
00048099,bicycle,192,120,34,39
00048099,bicycle,166,128,42,42
00048099,bicycle,209,108,32,42
00048099,bicycle,105,162,40,47
00048099,bicycle,140,142,35,45
00048099,bicycle,65,180,30,47
00048099,bicycle,232,97,26,40
00048099,bicycle,261,86,28,39
00048099,bicycle,26,202,45,39
00011880,bicycle,450,200,90,112
00067100,pedestrian,356,245,22,42
00064840,pedestrian,702,106,11,22
00104709,pedestrian,598,322,30,52
00069931,bicycle,681,58,34,33
00097969,pedestrian,270,104,8,21
00097969,pedestrian,264,104,7,17
00097969,pedestrian,583,122,6,22
00097969,pedestrian,589,124,8,20
00013557,pedestrian,114,116,15,29
00050052,pedestrian,174,213,7,22
00050052,pedestrian,164,214,9,25
00050052,pedestrian,210,210,15,25
00050052,pedestrian,186,212,11,26
00015887,bicycle,425,131,20,54
00016963,pedestrian,172,214,11,22
00016963,pedestrian,290,187,5,18
00016963,pedestrian,268,192,9,23
00016963,pedestrian,210,204,10,23
00016963,pedestrian,182,214,12,23
00015403,pedestrian,296,188,19,41
00015403,pedestrian,482,117,8,24
00015403,pedestrian,269,182,28,32
00068319,pedestrian,268,321,47,84
00068319,pedestrian,258,268,31,49
00068319,pedestrian,290,284,47,81
00091572,pedestrian,166,273,35,66
00091572,pedestrian,208,246,32,35
00082586,pedestrian,65,364,42,68
00015995,pedestrian,432,100,5,11
00042188,pedestrian,452,416,59,76
00042188,pedestrian,412,394,53,75
00042188,pedestrian,168,343,37,36
00042188,pedestrian,178,408,41,67
00105245,bicycle,96,64,17,27
00105245,bicycle,364,40,19,44
00105245,bicycle,424,54,15,31
00038706,pedestrian,179,194,10,36
00038022,pedestrian,172,300,31,68
00038022,pedestrian,190,206,11,25
00038022,pedestrian,204,200,15,33
00092189,bicycle,682,268,59,69
00100610,bicycle,485,218,92,105
00020970,pedestrian,204,206,11,23
00020970,pedestrian,174,215,12,20
00020970,pedestrian,184,213,7,16
00053222,bicycle,378,177,42,94
00053222,pedestrian,514,80,8,17
00053222,pedestrian,550,89,17,38
00082486,pedestrian,180,374,62,71
00082486,pedestrian,243,350,54,71
00082486,pedestrian,278,421,66,68
00082486,pedestrian,153,382,54,67
00052460,pedestrian,530,68,6,17
00052460,bicycle,418,196,39,95
00052460,pedestrian,510,63,7,16
00004565,pedestrian,236,124,6,23
00004565,pedestrian,326,111,7,24
00004565,pedestrian,62,134,11,25
00004565,pedestrian,18,212,15,39
00004565,pedestrian,528,226,33,51
00004565,pedestrian,39,253,16,50
00004565,pedestrian,50,248,22,45
00005482,bicycle,410,370,84,133
00064531,pedestrian,261,48,40,48
00064531,pedestrian,382,42,24,41
00080007,pedestrian,102,448,87,57
00080007,pedestrian,53,461,66,36
00080007,pedestrian,18,459,33,42
00044162,pedestrian,452,147,10,20
00044162,pedestrian,626,210,11,37
00056364,bicycle,358,92,21,36
00056364,pedestrian,97,99,12,22
00001847,pedestrian,378,190,13,28
00084092,pedestrian,394,192,31,44
00084092,pedestrian,614,159,9,34
00084092,pedestrian,600,154,5,27
00020748,pedestrian,569,103,12,20
00020748,pedestrian,580,105,9,22
00035034,pedestrian,518,60,7,13
00035034,pedestrian,495,65,6,14
00035034,pedestrian,524,82,10,29
00035034,bicycle,394,196,44,103
00029179,pedestrian,47,392,52,67
00099736,pedestrian,567,182,20,38
00051605,bicycle,262,208,32,71
00101691,bicycle,403,350,60,99
00005314,pedestrian,82,202,36,55
00005314,pedestrian,517,90,10,33
00005314,pedestrian,527,90,10,35
00005314,bicycle,411,194,40,104
00096306,pedestrian,198,73,11,22
00096306,pedestrian,186,79,11,22
00041065,pedestrian,130,281,23,48
00041065,pedestrian,194,199,13,32
00090985,bicycle,450,132,31,52
00090985,bicycle,328,308,56,93
00007979,pedestrian,430,138,9,25
00007979,pedestrian,466,149,13,22
00020732,pedestrian,450,251,17,52
00106264,pedestrian,243,438,114,84
00060892,pedestrian,516,72,9,21
00060892,bicycle,468,125,25,50
00060892,pedestrian,525,72,8,20
00060892,bicycle,449,90,14,31
00060892,bicycle,482,82,14,37
00060892,bicycle,404,211,47,112
00041825,pedestrian,232,238,25,59
00072894,bicycle,448,124,33,51
00002611,bicycle,246,145,19,40
00025913,pedestrian,10,238,15,34
00074772,pedestrian,372,108,23,39
00076687,pedestrian,14,96,13,17
00078598,pedestrian,254,118,15,42
00078637,pedestrian,186,459,25,42
00078637,pedestrian,145,434,60,54
00028982,pedestrian,512,66,14,27
00078585,pedestrian,182,214,10,19
00078585,pedestrian,166,216,13,19
00078585,pedestrian,210,207,9,24
00039112,pedestrian,22,332,35,82
00091768,pedestrian,83,83,8,22
00103010,bicycle,580,88,73,65
00023992,pedestrian,144,38,2,6
00062620,pedestrian,524,62,8,20
00062620,bicycle,266,172,45,75
00062620,bicycle,84,307,83,130
00009411,pedestrian,566,126,20,63
00009411,pedestrian,312,118,22,41
00009411,bicycle,282,170,41,88
00005997,pedestrian,57,188,12,22
00007042,pedestrian,470,158,12,23
00007042,pedestrian,482,156,11,29
00097601,bicycle,682,151,41,54
00097601,bicycle,542,304,93,121
00085166,pedestrian,356,42,21,45
00058218,pedestrian,620,163,19,38
00002229,pedestrian,38,79,6,18
00000885,pedestrian,80,444,40,51
00072624,pedestrian,600,370,37,64
00108382,pedestrian,316,88,14,30
00108382,pedestrian,349,69,12,28
00108382,pedestrian,232,144,17,43
00108382,pedestrian,331,91,18,30
00108382,pedestrian,302,86,16,32
00054333,pedestrian,336,468,26,25
00054333,pedestrian,186,253,12,38
00092107,bicycle,387,186,38,95
00097918,pedestrian,518,265,26,54
00101730,pedestrian,216,210,6,24
00101730,pedestrian,148,278,23,54
00101730,pedestrian,226,427,55,84
00101730,pedestrian,206,206,11,29
00101730,pedestrian,270,446,36,66
00101730,pedestrian,254,398,42,83
00039045,pedestrian,573,90,20,45
00039045,pedestrian,586,106,19,49
00010605,pedestrian,498,66,20,31
00025474,pedestrian,192,211,12,26
00025474,pedestrian,438,142,9,9
00025474,pedestrian,204,208,10,25
00025474,pedestrian,177,211,12,28
00005026,bicycle,200,108,12,31
00015538,pedestrian,332,42,32,47
00107414,pedestrian,155,32,14,29
00079373,pedestrian,242,326,30,43
00079373,pedestrian,245,404,32,58
00079373,pedestrian,272,369,34,72
00098579,pedestrian,510,34,21,33
00030635,pedestrian,56,390,87,65
00030635,pedestrian,35,436,66,68
00040145,bicycle,653,256,58,69
00033748,pedestrian,185,154,8,15
00063773,pedestrian,212,154,29,62
00063773,pedestrian,166,193,31,68
00063773,bicycle,236,160,25,56
00063773,bicycle,400,198,39,104
00056048,bicycle,568,96,74,71
00037993,pedestrian,70,108,11,28
00037993,pedestrian,78,106,5,18
00106606,bicycle,608,304,82,79
00070056,pedestrian,43,432,80,58
00070056,pedestrian,57,394,82,88
00087399,pedestrian,660,124,7,18
00072284,pedestrian,700,120,6,13
00039716,pedestrian,216,20,21,36
00040744,bicycle,298,176,41,82
00040744,pedestrian,49,261,38,78
00040744,pedestrian,92,231,39,70
00040744,bicycle,84,249,35,62
00082817,pedestrian,214,62,11,21
00017970,pedestrian,44,462,61,35
00017970,pedestrian,96,452,89,55
00034464,pedestrian,200,190,37,56
00084661,pedestrian,300,48,12,19
00061467,bicycle,88,212,39,79
00054191,bicycle,461,128,28,45
00073212,pedestrian,40,428,73,53
00073212,pedestrian,66,390,83,73
00051193,pedestrian,10,96,9,23
00103325,pedestrian,74,364,50,76
00043596,pedestrian,242,48,5,16
00041259,pedestrian,190,396,40,77
00041259,pedestrian,694,275,23,42
00041259,pedestrian,36,464,41,33
00041259,pedestrian,22,371,37,62
00011934,pedestrian,371,465,48,28
00011934,pedestrian,706,244,15,35
00011934,pedestrian,282,442,51,73
00011934,pedestrian,308,392,43,84
00011934,pedestrian,320,468,56,23
00011934,pedestrian,312,198,16,41
00056737,pedestrian,333,459,66,42
00056737,pedestrian,441,16,16,27
00021130,pedestrian,150,161,15,20
00102192,pedestrian,56,438,99,81
00102192,pedestrian,32,462,61,32
00058797,pedestrian,203,63,8,20
00052085,bicycle,261,97,10,30
00076810,pedestrian,556,150,7,30
00076810,pedestrian,702,239,10,42
00076810,pedestrian,539,148,10,28
00076810,pedestrian,524,142,8,22
00058598,pedestrian,202,70,21,24
00012191,pedestrian,220,75,10,20
00012191,pedestrian,104,100,21,26
00089287,pedestrian,218,270,47,97
00089287,pedestrian,268,276,57,83
00106550,bicycle,388,105,19,38
00106550,bicycle,432,78,8,17
00106550,pedestrian,523,68,6,14
00106550,bicycle,278,171,43,86
00106550,pedestrian,515,67,8,18
00106550,bicycle,404,94,13,27
00085698,bicycle,554,290,64,84
00011681,pedestrian,416,132,9,18
00022078,bicycle,292,151,52,84
00058452,pedestrian,648,160,13,24
00052765,pedestrian,386,42,22,44
00052765,pedestrian,419,49,18,44
00025643,pedestrian,402,126,11,19
00030532,pedestrian,514,136,23,65
00030532,bicycle,398,179,41,94
00074602,pedestrian,661,244,22,34
00026861,bicycle,196,80,64,55
00011241,pedestrian,108,98,10,21
00064352,pedestrian,603,358,52,68
00106836,pedestrian,524,59,7,14
00106836,pedestrian,518,61,6,12
00106836,bicycle,426,210,45,111
00106836,pedestrian,520,92,8,31
00106836,pedestrian,550,106,13,40
00106836,pedestrian,530,92,12,33
00076552,pedestrian,699,299,20,52
00091690,pedestrian,666,111,17,40
00062320,pedestrian,115,38,14,35
00067050,bicycle,411,198,46,114
00067050,pedestrian,545,87,10,26
00067050,pedestrian,132,182,32,69
00067050,pedestrian,518,61,5,18
00067050,bicycle,486,74,12,26
00004148,pedestrian,256,144,11,30
00024891,pedestrian,666,200,11,32
00024891,pedestrian,474,102,9,13
00068904,pedestrian,310,74,11,13
00039086,pedestrian,410,64,27,41
00085515,bicycle,573,91,84,74
00044234,pedestrian,660,237,23,50
00044303,pedestrian,204,63,12,26
00057905,pedestrian,390,95,16,28
00057905,bicycle,356,180,40,89
00057905,pedestrian,438,76,10,23
00057905,bicycle,254,186,50,86
00057905,pedestrian,370,97,16,32
00010345,pedestrian,68,250,49,74
00010345,bicycle,124,380,88,125
00010345,pedestrian,70,218,47,55
00037018,pedestrian,40,345,38,62
00001629,pedestrian,316,84,8,12
00081539,bicycle,421,206,66,118
00020373,bicycle,189,276,42,99
00083913,bicycle,204,68,58,50
00086168,pedestrian,204,204,11,27
00086168,pedestrian,174,214,9,25
00086168,pedestrian,181,208,14,30
00062078,pedestrian,630,162,7,26
00062078,pedestrian,171,182,20,51
00062078,pedestrian,601,154,18,32
00058341,pedestrian,507,259,24,58
00008175,bicycle,506,62,17,25
00008175,bicycle,448,132,17,38
00060303,bicycle,331,157,20,48
00063648,pedestrian,526,192,7,19
00063648,pedestrian,502,192,21,49
00063648,pedestrian,542,186,19,36
00038016,bicycle,432,128,43,47
00038016,pedestrian,248,58,17,32
00010860,pedestrian,222,34,3,9
00105974,pedestrian,98,96,10,27
00069192,bicycle,424,56,17,31
00069192,bicycle,366,40,24,48
00029788,pedestrian,550,130,10,24
00005455,pedestrian,71,388,88,68
00005455,pedestrian,42,429,78,66
00046094,pedestrian,38,422,75,51
00046094,pedestrian,52,390,85,81
00007056,bicycle,208,212,61,111
00007056,bicycle,270,180,68,94
00016036,pedestrian,56,393,87,66
00016036,pedestrian,34,439,64,70
00074560,pedestrian,578,74,15,28
00008119,bicycle,282,168,37,81
00008119,pedestrian,634,325,72,138
00000476,bicycle,470,248,97,92
00039537,pedestrian,542,374,46,83
00086017,pedestrian,661,137,6,24
00086017,pedestrian,656,134,8,23
00086017,pedestrian,598,126,7,17
00086017,pedestrian,605,124,8,17
00086017,pedestrian,666,137,7,20
00086017,pedestrian,672,141,5,16
00086017,pedestrian,614,124,7,14
00031309,pedestrian,310,170,7,17
00031309,pedestrian,292,172,11,21
00042961,pedestrian,261,318,56,82
00042961,pedestrian,299,298,44,98
00042961,pedestrian,254,286,51,49
00086916,pedestrian,38,444,55,63
00086916,pedestrian,132,416,33,51
00103153,bicycle,163,238,84,69
00103153,bicycle,78,200,59,65
00057774,pedestrian,240,214,32,56
00093062,pedestrian,346,452,59,54
00093062,pedestrian,133,19,10,18
00010937,bicycle,112,120,49,61
00010937,bicycle,334,234,110,95
00027538,bicycle,470,246,29,67
00010212,pedestrian,509,184,20,39
00010212,pedestrian,525,189,10,30
00001449,pedestrian,228,114,13,29
00001449,pedestrian,240,114,8,27
00001993,pedestrian,68,394,83,77
00001993,pedestrian,36,436,70,60
00031072,pedestrian,211,62,8,17
00031072,pedestrian,222,59,9,16
00044406,bicycle,298,328,43,84
00044406,bicycle,251,339,48,72
00051278,pedestrian,271,182,28,35
00053709,pedestrian,342,96,16,22
00023479,pedestrian,189,210,6,19
00023479,pedestrian,174,215,10,20
